nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
"Find the dates of the tests taken with the result ""Pass"", and count them by a line chart.",original,Line,Student_Tests_Taken,e_learning,"mark line data student_tests_taken encoding x date_test_taken y aggregate count date_test_taken transform filter test_result = ""pass"" bin x by day",date_test_taken,"test_result = ""Pass""",count date_test_taken,line,"x=date_test_taken,y=count date_test_taken,color=none",none
How many completed students each day? Return a line chart grouping by date of completion.,original,Line,Student_Course_Enrolment,e_learning,mark line data student_course_enrolment encoding x date_of_completion y aggregate count date_of_completion transform group x,date_of_completion,none,count date_of_completion,line,"x=date_of_completion,y=count date_of_completion,color=none",none
"Show me the trend about the amount of Start_from over Start_from bin start_from by time with a line chart, sort from low to high by the x-axis.",original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate count start_from transform sort x asc bin x by year,Start_from,none,count Start_from,line,"x=Start_from,y=count Start_from,color=none",x asc
"Draw a line chart about the change of Employee_ID over Start_from, and order the X-axis from low to high order, please.",original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate none employee_id transform sort x asc,"Start_from,Employee_ID",none,none,line,"x=Start_from,y=Employee_ID,color=none",x asc
"Give me the trend about the average of Shop_ID over  Start_from, and group by attribute Is_full_time and bin start_from by time.",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate mean shop_id color is_full_time transform bin x by year,"Start_from,Shop_ID,Is_full_time",none,mean Shop_ID,line,"x=Start_from,y=mean Shop_ID,color=Is_full_time",none
"Give me the trend about the amount of Start_from over  Start_from, and group by attribute Is_full_time and bin start_from by time.",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate count start_from color is_full_time transform bin x by year,"Start_from,Is_full_time",none,count Start_from,line,"x=Start_from,y=count Start_from,color=Is_full_time",none
Visualize a line chart about the change of the amount of Start_from over  Start_from bin start_from by time.,original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate count start_from transform bin x by year,Start_from,none,count Start_from,line,"x=Start_from,y=count Start_from,color=none",none
Visualize a line chart about the change of  Employee_ID over  Start_from.,original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate none employee_id,"Start_from,Employee_ID",none,none,line,"x=Start_from,y=Employee_ID,color=none",none
"Give me the trend about the sum of Shop_ID over  Start_from, and group by attribute Is_full_time and bin start_from by time.",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate sum shop_id color is_full_time transform bin x by year,"Start_from,Shop_ID,Is_full_time",none,sum Shop_ID,line,"x=Start_from,y=sum Shop_ID,color=Is_full_time",none
"For the average of Employee_ID, Start_from, visualize the trend, and order in asc by the X-axis.",original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate mean employee_id transform sort x asc bin x by year,"Start_from,Employee_ID",none,mean Employee_ID,line,"x=Start_from,y=mean Employee_ID,color=none",x asc
Give me the trend about the average of Employee_ID over  Start_from bin start_from by time.,original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate mean employee_id transform bin x by year,"Start_from,Employee_ID",none,mean Employee_ID,line,"x=Start_from,y=mean Employee_ID,color=none",none
"Draw a line chart about the change of the sum of Shop_ID over Start_from, and group by attribute Is_full_time and bin start_from by time, and I want to list in ascending by the x-axis.",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate sum shop_id color is_full_time transform sort x asc bin x by year,"Start_from,Shop_ID,Is_full_time",none,sum Shop_ID,line,"x=Start_from,y=sum Shop_ID,color=Is_full_time",x asc
"For the sum of Employee_ID, and Start_from, visualize the trend.",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate sum employee_id color is_full_time transform bin x by year,"Start_from,Employee_ID,Is_full_time",none,sum Employee_ID,line,"x=Start_from,y=sum Employee_ID,color=Is_full_time",none
"Return a line chart about the change of the amount of Start_from over Start_from, and group by attribute Is_full_time and bin start_from by time, and could you rank by the Start_from from low to high?",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate count start_from color is_full_time transform sort x asc bin x by year,"Start_from,Is_full_time",none,count Start_from,line,"x=Start_from,y=count Start_from,color=Is_full_time",x asc
"Plot the total number of shop id over start from in a line chart, list by the x-axis in asc.",original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate sum shop_id transform sort x asc bin x by year,"Start_from,Shop_ID",none,sum Shop_ID,line,"x=Start_from,y=sum Shop_ID,color=none",x asc
Show me about the change of  Shop_ID over  Start_from  in a line chart.,original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate none shop_id,"Start_from,Shop_ID",none,none,line,"x=Start_from,y=Shop_ID,color=none",none
"For the sum of Shop_ID, and Start_from, visualize the trend.",original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate sum shop_id transform bin x by year,"Start_from,Shop_ID",none,sum Shop_ID,line,"x=Start_from,y=sum Shop_ID,color=none",none
"Show me the trend about the average of Employee_ID over  Start_from, and group by attribute Is_full_time and bin start_from by time with a line chart.",original,Grouping Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform bin x by year,"Start_from,Employee_ID,Is_full_time",none,mean Employee_ID,line,"x=Start_from,y=mean Employee_ID,color=Is_full_time",none
Return a line chart about the change of the average of Shop_ID over  Start_from bin start_from by time.,original,Line,hiring,employee_hire_evaluation,mark line data hiring encoding x start_from y aggregate mean shop_id transform bin x by year,"Start_from,Shop_ID",none,mean Shop_ID,line,"x=Start_from,y=mean Shop_ID,color=none",none
"I want to see the trend of the number of seasons over the season by Away_team, listed by the x-axis in ascending.",original,Grouping Line,game,game_injury,mark line data game encoding x season y aggregate count season color away_team transform sort x asc bin x by year,"Season,Away_team",none,count Season,line,"x=Season,y=count Season,color=Away_team",x asc
"I want to see the trend of the number of seasons by season, and order by the X-axis in ascending.",original,Line,game,game_injury,mark line data game encoding x season y aggregate count season transform group x sort x asc,Season,none,count Season,line,"x=Season,y=count Season,color=none",x asc
