nl,nl type,chart,hardness,table name,database,label,column,aggregate,mark,encoding,sort,filter
Return a pie chart on what is the total rating of channel for each channel owner?,original,Pie,Easy,channel,program_share,mark arc data channel encoding x owner y aggregate sum rating_in_percent transform group x,"Owner,Rating_in_percent",sum Rating_in_percent,arc,"x=Owner,y=sum Rating_in_percent,color=none",none,none
"Bar chart x axis type y axis total number of enrollment, and could you sort bars in asc order?",original,Bar,Medium,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x sort x asc,"Type,Enrollment",sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",x asc,none
"Please give me a bar chart showing institution types, along with the total enrollment for each type.",original,Bar,Easy,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",none,none
Please compare the total enrollment for each type using a bar chart.,original,Bar,Easy,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",none,none
Bar chart x axis type y axis total number of enrollment,original,Bar,Easy,institution,protein_institute,mark bar data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",sum Enrollment,bar,"x=Type,y=sum Enrollment,color=none",none,none
"Please give me a pie chart showing institution types, along with the total enrollment for each type.",original,Pie,Easy,institution,protein_institute,mark arc data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",sum Enrollment,arc,"x=Type,y=sum Enrollment,color=none",none,none
Please tell me the proportion of total enrollment for each type using a pie chart.,original,Pie,Easy,institution,protein_institute,mark arc data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",sum Enrollment,arc,"x=Type,y=sum Enrollment,color=none",none,none
Give me a pie to show sum enrollment from different type.,original,Pie,Easy,institution,protein_institute,mark arc data institution encoding x type y aggregate sum enrollment transform group x,"Type,Enrollment",sum Enrollment,arc,"x=Type,y=sum Enrollment,color=none",none,none
"Return a bar chart that the name as the X-axis, and the number of floors for all buildings as Y-axis, and ordered by the number of floors.",original,Bar,Easy,building,protein_institute,mark bar data building encoding x name y aggregate none floors transform sort y,"Name,Floors",none,bar,"x=Name,y=Floors,color=none",y asc,none
"Please compare the number of floors for all building names using a bar chart, and order by the number of floors.",original,Bar,Easy,building,protein_institute,mark bar data building encoding x name y aggregate none floors transform sort y,"Name,Floors",none,bar,"x=Name,y=Floors,color=none",y asc,none
Show the race class and number of races in each class in a pie chart.,original,Pie,Easy,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,count Class,arc,"x=Class,y=count Class,color=none",none,none
Show the race class and number of races in each class.,original,Pie,Easy,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,count Class,arc,"x=Class,y=count Class,color=none",none,none
"Display a pie chart for what are the different classes of races, and how many races correspond to each?",original,Pie,Easy,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,count Class,arc,"x=Class,y=count Class,color=none",none,none
"Visualize a pie chart with what are the different classes of races, and how many races correspond to each?",original,Pie,Easy,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,count Class,arc,"x=Class,y=count Class,color=none",none,none
"What are the different classes of races, and how many races correspond to each. Show the proportion.",original,Pie,Easy,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,count Class,arc,"x=Class,y=count Class,color=none",none,none
Compute the total the total number across class as a pie chart.,original,Pie,Easy,race,race_track,mark arc data race encoding x class y aggregate count class transform group x,Class,count Class,arc,"x=Class,y=count Class,color=none",none,none
"Show names and seatings, ordered by seating for all tracks opened after 2000 in a bar chart.",original,Bar,Medium,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 sort y,"Name,Seating",none,bar,"x=Name,y=Seating,color=none",y asc,Year_Opened gt 2000
"Show names and seatings, ordered by seating for all tracks opened after 2000. Plot them as bar chart.",original,Bar,Medium,track,race_track,mark bar data track encoding x name y aggregate none seating transform filter year_opened > 2000 sort y,"Name,Seating",none,bar,"x=Name,y=Seating,color=none",y asc,Year_Opened gt 2000
"Return the number of the date of birth for all the guests with gender code ""Male"".",original,Line,Medium,Guests,apartment_rentals,"mark line data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" bin x by year",date_of_birth,count date_of_birth,line,"x=date_of_birth,y=count date_of_birth,color=none",none,"gender_code = ""Male"""
"How many mills of 'Grondzeiler' type are built in each year? Give me the trend, list x-axis from low to high order.",original,Line,Hard,mill,architecture,mark line data mill encoding x built_year y aggregate count built_year transform filter type = 'grondzeiler' sort x asc bin x by year,built_year,count built_year,line,"x=built_year,y=count built_year,color=none",x asc,type = 'Grondzeiler'
How many mills of 'Grondzeiler' type are built in each year? Give me the trend.,original,Line,Medium,mill,architecture,mark line data mill encoding x built_year y aggregate count built_year transform filter type = 'grondzeiler' bin x by year,built_year,count built_year,line,"x=built_year,y=count built_year,color=none",none,type = 'Grondzeiler'
Return a line chart on how many players enter hall of fame each year?,original,Line,Easy,hall_of_fame,baseball_1,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform group x,yearid,count yearid,line,"x=yearid,y=count yearid,color=none",none,none
count yearid for visualizing a line chart.,original,Line,Easy,hall_of_fame,baseball_1,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform bin x by year,yearid,count yearid,line,"x=yearid,y=count yearid,color=none",none,none
"For each year, return the year and the average number of attendance at home games. ",original,Line,Easy,home_game,baseball_1,mark line data home_game encoding x year y aggregate mean attendance transform group x,"year,attendance",mean attendance,line,"x=year,y=mean attendance,color=none",none,none
How many home games by each year (bin the year attr into weekdays interval)? Give me a line chart.,original,Line,Easy,home_game,baseball_1,mark line data home_game encoding x year y aggregate count year transform bin x by year,year,count year,line,"x=year,y=count year,color=none",none,none
Show me the trend about  monthly_rental over  date_address_from  with a line chart.,original,Line,Easy,Student_Addresses,behavior_monitoring,mark line data student_addresses encoding x date_address_from y aggregate none monthly_rental transform sort y desc,"date_address_from,monthly_rental",none,line,"x=date_address_from,y=monthly_rental,color=none",y desc,none
"What are the dates with a maximum temperature higher than 85, and count them by a line chart",original,Line,Medium,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter max_temperature_f > 85 group x,date,count date,line,"x=date,y=count date,color=none",none,max_temperature_f gt 85
A line chart for what are the number of the dates in which the mean sea level pressure was between 30.3 and 31?,original,Line,Medium,weather,bike_1,mark line data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 group x,date,count date,line,"x=date,y=count date,color=none",none,mean_sea_level_pressure_inches gte 30.3 and mean_sea_level_pressure_inches lte 31
